TransactionKey,Transaction Date,Customer Code,Product Key,Number Of Units
20200,11-Mar-2020,Z100296,9,1
21420,11-Mar-2020,Z100309,9,4
22583,11-Mar-2020,Z100187,10,3
23719,11-Mar-2020,Z100951,13,2
24613,11-Mar-2020,Z100404,8,1
24621,11-Mar-2020,Z100195,8,3
25337,11-Mar-2020,Z100109,13,1
25610,11-Mar-2020,Z100290,8,2
26070,11-Mar-2020,Z100005,1,1
28066,11-Mar-2020,Z100163,5,5
28127,11-Mar-2020,Z100624,5,3
29987,11-Mar-2020,Z100572,8,4
30841,11-Mar-2020,Z100203,3,2
31144,11-Mar-2020,Z100565,11,1
31554,11-Mar-2020,Z100583,7,2
32109,11-Mar-2020,Z100740,9,1
32430,11-Mar-2020,Z100569,14,2
33427,11-Mar-2020,Z100033,3,3
34530,11-Mar-2020,Z100438,9,3
35332,11-Mar-2020,Z100555,8,2
35392,11-Mar-2020,Z100674,5,3
36068,11-Mar-2020,Z100965,9,1
36699,11-Mar-2020,Z100601,8,1
37097,11-Mar-2020,Z100760,9,1
37322,11-Mar-2020,Z100259,1,1
37828,11-Mar-2020,Z100399,3,4
38560,11-Mar-2020,Z100978,13,2
40808,11-Mar-2020,Z100350,9,2
41462,11-Mar-2020,Z100830,8,3
41514,11-Mar-2020,Z100079,5,1
43731,11-Mar-2020,Z100512,14,3
43835,11-Mar-2020,Z100301,9,4
44778,11-Mar-2020,Z100825,5,2
46049,11-Mar-2020,Z100189,10,1
46311,11-Mar-2020,Z100999,12,5
47781,11-Mar-2020,Z100475,8,1
48340,11-Mar-2020,Z100794,9,1
48694,11-Mar-2020,Z100131,2,3
49096,11-Mar-2020,Z100489,11,1
50292,11-Mar-2020,Z100997,4,3
51972,11-Mar-2020,Z100592,9,4
52785,11-Mar-2020,Z100481,9,3
54557,11-Mar-2020,Z100991,6,1
54861,11-Mar-2020,Z100371,10,1
56297,11-Mar-2020,Z100221,9,5
57227,11-Mar-2020,Z100860,3,1
59666,11-Mar-2020,Z100853,13,5
60137,11-Mar-2020,Z100798,1,10
61011,11-Mar-2020,Z100966,3,2
61275,11-Mar-2020,Z100210,8,1
65377,11-Mar-2020,Z100072,6,1
65962,11-Mar-2020,Z100915,9,2
68085,11-Mar-2020,Z100550,7,2
68238,11-Mar-2020,Z100458,13,1
68728,11-Mar-2020,Z100757,9,1
68819,11-Mar-2020,Z101000,8,1
70214,11-Mar-2020,Z100333,13,2
70432,11-Mar-2020,Z100094,1,1
72066,11-Mar-2020,Z100410,4,1
72270,11-Mar-2020,Z100632,2,3
73348,11-Mar-2020,Z100509,3,4
74307,11-Mar-2020,Z100671,9,1
75875,11-Mar-2020,Z100945,9,1
76022,11-Mar-2020,Z100937,10,4
76798,11-Mar-2020,Z100526,5,3
77452,11-Mar-2020,Z100466,5,1
78771,11-Mar-2020,Z100254,3,1
83021,11-Mar-2020,Z100892,12,2
84769,11-Mar-2020,Z100414,14,3
86294,11-Mar-2020,Z100356,3,1
88660,11-Mar-2020,Z100443,9,5
88709,11-Mar-2020,Z100669,11,1
88904,11-Mar-2020,Z100428,8,1
90768,11-Mar-2020,Z100535,5,3
90784,11-Mar-2020,Z100016,2,4
91184,11-Mar-2020,Z100013,13,5
92399,11-Mar-2020,Z100481,10,1
93722,11-Mar-2020,Z100130,5,2
95115,11-Mar-2020,Z100562,10,1
95614,11-Mar-2020,Z100442,13,5
95864,11-Mar-2020,Z100048,10,5
95871,11-Mar-2020,Z100172,7,1
97732,11-Mar-2020,Z100425,8,1
98315,11-Mar-2020,Z100152,2,2
889,12-Mar-2020,Z100997,8,1
2328,12-Mar-2020,Z100362,11,10
2727,12-Mar-2020,Z100306,5,5
2933,12-Mar-2020,Z100272,12,1
4453,12-Mar-2020,Z100842,11,5
4737,12-Mar-2020,Z100292,3,1
5173,12-Mar-2020,Z100258,9,3
6045,12-Mar-2020,Z100098,12,5
6725,12-Mar-2020,Z100907,9,5
7419,12-Mar-2020,Z100154,11,1
9278,12-Mar-2020,Z100010,9,5
10458,12-Mar-2020,Z100294,6,10
10918,12-Mar-2020,Z100846,7,1
11289,12-Mar-2020,Z100049,3,1
12072,12-Mar-2020,Z100858,12,2
12371,12-Mar-2020,Z100318,13,3
13277,12-Mar-2020,Z100717,2,3
13524,12-Mar-2020,Z100435,9,1
14534,12-Mar-2020,Z100386,9,1
14706,12-Mar-2020,Z100175,10,4
16822,12-Mar-2020,Z100635,10,1
18984,12-Mar-2020,Z100859,3,1
19125,12-Mar-2020,Z100670,3,1
19289,12-Mar-2020,Z100874,7,2
19306,12-Mar-2020,Z100874,10,3
20260,12-Mar-2020,Z100854,7,5
21647,12-Mar-2020,Z100308,10,3
22396,12-Mar-2020,Z100216,1,5
24736,12-Mar-2020,Z100736,3,4
25176,12-Mar-2020,Z100310,11,2
25207,12-Mar-2020,Z100170,13,3
26200,12-Mar-2020,Z100844,9,5
27484,12-Mar-2020,Z100097,15,1
27604,12-Mar-2020,Z100314,1,5
27609,12-Mar-2020,Z100769,5,2
28701,12-Mar-2020,Z100486,16,10
33557,12-Mar-2020,Z100302,9,5
33799,12-Mar-2020,Z100898,10,3
33821,12-Mar-2020,Z100407,3,3
33958,12-Mar-2020,Z100422,6,1
36117,12-Mar-2020,Z100191,7,3
37759,12-Mar-2020,Z100620,8,2
39885,12-Mar-2020,Z100936,5,3
40398,12-Mar-2020,Z100171,10,1
40528,12-Mar-2020,Z100596,7,2
41827,12-Mar-2020,Z100230,3,5
42186,12-Mar-2020,Z100929,9,3
43323,12-Mar-2020,Z100844,13,4
43965,12-Mar-2020,Z100615,9,1
44896,12-Mar-2020,Z100919,16,5
49607,12-Mar-2020,Z100857,13,5
49614,12-Mar-2020,Z100694,6,1
50639,12-Mar-2020,Z100313,12,1
51072,12-Mar-2020,Z100098,1,2
53441,12-Mar-2020,Z100387,9,1
53969,12-Mar-2020,Z100804,9,5
54847,12-Mar-2020,Z100211,1,10
54921,12-Mar-2020,Z100595,1,4
55045,12-Mar-2020,Z100365,12,1
55236,12-Mar-2020,Z100879,8,2
55768,12-Mar-2020,Z100923,3,2
55881,12-Mar-2020,Z100224,13,5
56253,12-Mar-2020,Z100305,5,1
56716,12-Mar-2020,Z100431,10,1
59508,12-Mar-2020,Z100770,9,5
59615,12-Mar-2020,Z100620,14,10
60030,12-Mar-2020,Z100250,10,4
60146,12-Mar-2020,Z100549,5,4
60239,12-Mar-2020,Z100381,7,1
62416,12-Mar-2020,Z100446,9,1
63887,12-Mar-2020,Z100227,10,1
64391,12-Mar-2020,Z100153,10,4
64852,12-Mar-2020,Z100482,13,2
64884,12-Mar-2020,Z100725,7,2
66219,12-Mar-2020,Z100491,9,5
67136,12-Mar-2020,Z100993,9,5
68277,12-Mar-2020,Z100149,9,1
71631,12-Mar-2020,Z100038,7,2
72521,12-Mar-2020,Z100653,3,1
73123,12-Mar-2020,Z100650,9,5
73173,12-Mar-2020,Z100475,2,4
73690,12-Mar-2020,Z100999,9,3
75864,12-Mar-2020,Z100229,6,5
76244,12-Mar-2020,Z100090,8,10
77768,12-Mar-2020,Z100791,10,1
78226,12-Mar-2020,Z100052,14,4
82743,12-Mar-2020,Z100666,3,2
83886,12-Mar-2020,Z100288,13,2
86952,12-Mar-2020,Z100710,1,3
87584,12-Mar-2020,Z100703,3,3
88634,12-Mar-2020,Z100474,13,2
88852,12-Mar-2020,Z100568,7,1
90282,12-Mar-2020,Z100846,3,10
90603,12-Mar-2020,Z100398,9,1
92031,12-Mar-2020,Z100321,8,1
92881,12-Mar-2020,Z100754,9,10
93283,12-Mar-2020,Z100504,7,10
93415,12-Mar-2020,Z100160,12,3
95269,12-Mar-2020,Z100720,3,1
96233,12-Mar-2020,Z100150,15,1
98241,12-Mar-2020,Z100670,8,1
421,13-Mar-2020,Z100267,13,5
2339,13-Mar-2020,Z100354,8,1
5013,13-Mar-2020,Z100229,1,5
7482,13-Mar-2020,Z100939,14,2
8331,13-Mar-2020,Z100667,13,4
8525,13-Mar-2020,Z100715,8,1
8767,13-Mar-2020,Z100110,1,10
9557,13-Mar-2020,Z100946,11,4
10100,13-Mar-2020,Z100646,13,1
11198,13-Mar-2020,Z100696,10,1
11720,13-Mar-2020,Z100501,3,3
12732,13-Mar-2020,Z100048,1,1
12793,13-Mar-2020,Z100561,8,1
12985,13-Mar-2020,Z100427,3,10
14516,13-Mar-2020,Z100669,13,1
14775,13-Mar-2020,Z100148,13,2
15166,13-Mar-2020,Z100589,3,1
15694,13-Mar-2020,Z100940,11,2
16273,13-Mar-2020,Z100437,10,5
16421,13-Mar-2020,Z100103,8,1
16853,13-Mar-2020,Z100502,8,3
18918,13-Mar-2020,Z100660,1,2
19610,13-Mar-2020,Z100133,9,1
21342,13-Mar-2020,Z100194,1,4
21946,13-Mar-2020,Z100305,2,3
22170,13-Mar-2020,Z100817,11,1
22541,13-Mar-2020,Z100494,6,4
22978,13-Mar-2020,Z100763,10,4
23079,13-Mar-2020,Z100705,1,2
23806,13-Mar-2020,Z100345,10,2
27206,13-Mar-2020,Z100206,3,2
29030,13-Mar-2020,Z100305,9,3
29334,13-Mar-2020,Z100774,9,4
29426,13-Mar-2020,Z100565,9,1
29450,13-Mar-2020,Z100036,9,1
30299,13-Mar-2020,Z100605,10,2
30376,13-Mar-2020,Z100751,3,10
30498,13-Mar-2020,Z100618,13,1
31233,13-Mar-2020,Z100967,6,10
32348,13-Mar-2020,Z100005,10,4
32766,13-Mar-2020,Z100573,10,1
33410,13-Mar-2020,Z100487,11,5
33746,13-Mar-2020,Z100358,9,5
35185,13-Mar-2020,Z100823,13,1
35557,13-Mar-2020,Z100388,8,1
37564,13-Mar-2020,Z100217,10,5
38309,13-Mar-2020,Z100470,9,5
38775,13-Mar-2020,Z100291,3,4
39629,13-Mar-2020,Z100813,16,1
39748,13-Mar-2020,Z100877,11,5
39980,13-Mar-2020,Z100118,7,1
41356,13-Mar-2020,Z100473,10,1
41378,13-Mar-2020,Z100671,1,1
41379,13-Mar-2020,Z100342,7,5
42032,13-Mar-2020,Z100375,6,4
42860,13-Mar-2020,Z100917,5,4
43928,13-Mar-2020,Z100896,10,3
46209,13-Mar-2020,Z100982,9,2
46381,13-Mar-2020,Z100233,13,2
47892,13-Mar-2020,Z100785,13,5
48026,13-Mar-2020,Z100666,9,5
48595,13-Mar-2020,Z100665,8,5
49080,13-Mar-2020,Z100904,4,10
49230,13-Mar-2020,Z100697,7,1
49884,13-Mar-2020,Z100058,1,3
50456,13-Mar-2020,Z100368,5,1
50610,13-Mar-2020,Z100930,12,3
52712,13-Mar-2020,Z100750,13,3
53478,13-Mar-2020,Z100462,12,2
55381,13-Mar-2020,Z100341,5,3
57981,13-Mar-2020,Z100166,4,1
58507,13-Mar-2020,Z100498,7,5
58940,13-Mar-2020,Z100972,9,1
59698,13-Mar-2020,Z100655,10,10
59887,13-Mar-2020,Z100906,11,5
62302,13-Mar-2020,Z100329,4,1
63833,13-Mar-2020,Z100774,7,2
65972,13-Mar-2020,Z100948,10,2
66371,13-Mar-2020,Z100695,8,1
68436,13-Mar-2020,Z100693,11,4
70394,13-Mar-2020,Z100788,9,1
71418,13-Mar-2020,Z100405,5,1
72005,13-Mar-2020,Z100673,10,1
72107,13-Mar-2020,Z100005,8,5
72236,13-Mar-2020,Z100786,6,2
72458,13-Mar-2020,Z100552,13,1
72626,13-Mar-2020,Z100347,13,4
74781,13-Mar-2020,Z100133,10,10
74820,13-Mar-2020,Z100026,9,3
76912,13-Mar-2020,Z100839,3,1
77125,13-Mar-2020,Z100794,3,5
77436,13-Mar-2020,Z100536,1,1
77807,13-Mar-2020,Z100088,9,5
78357,13-Mar-2020,Z100973,2,4
78458,13-Mar-2020,Z100723,11,2
78977,13-Mar-2020,Z100921,13,1
83236,13-Mar-2020,Z100002,10,1
86931,13-Mar-2020,Z100470,9,4
88770,13-Mar-2020,Z100979,7,5
89945,13-Mar-2020,Z100014,9,5
89952,13-Mar-2020,Z100291,8,1
90655,13-Mar-2020,Z100062,1,4
91045,13-Mar-2020,Z100270,5,5
91683,13-Mar-2020,Z100109,5,1
95225,13-Mar-2020,Z100956,3,4
96836,13-Mar-2020,Z100038,7,1
97926,13-Mar-2020,Z100524,8,3
98095,13-Mar-2020,Z100743,10,2
98158,13-Mar-2020,Z100575,5,5
98537,13-Mar-2020,Z100034,11,5
2385,14-Mar-2020,Z100035,3,10
2519,14-Mar-2020,Z100980,12,1
3524,14-Mar-2020,Z100751,3,5
4348,14-Mar-2020,Z100327,3,1
4597,14-Mar-2020,Z100250,10,1
4731,14-Mar-2020,Z100682,8,1
5564,14-Mar-2020,Z100483,9,4
6628,14-Mar-2020,Z100796,9,1
6630,14-Mar-2020,Z100826,7,5
7186,14-Mar-2020,Z100798,8,5
7768,14-Mar-2020,Z100353,12,1
8762,14-Mar-2020,Z100870,9,5
9047,14-Mar-2020,Z100922,1,4
10182,14-Mar-2020,Z100297,13,1
12136,14-Mar-2020,Z100327,7,1
12729,14-Mar-2020,Z100231,8,3
12760,14-Mar-2020,Z100185,13,3
13435,14-Mar-2020,Z100910,13,5
14153,14-Mar-2020,Z100904,10,10
14441,14-Mar-2020,Z100523,6,4
14786,14-Mar-2020,Z100770,9,4
15247,14-Mar-2020,Z100267,11,10
16439,14-Mar-2020,Z100405,10,2
18704,14-Mar-2020,Z100084,3,1
18854,14-Mar-2020,Z100344,9,2
21203,14-Mar-2020,Z100619,10,2
23847,14-Mar-2020,Z100458,3,1
24060,14-Mar-2020,Z100284,8,4
25568,14-Mar-2020,Z100820,3,2
27979,14-Mar-2020,Z100469,8,3
28286,14-Mar-2020,Z100166,5,4
29264,14-Mar-2020,Z100322,7,10
29452,14-Mar-2020,Z100718,11,4
29614,14-Mar-2020,Z100296,12,1
30984,14-Mar-2020,Z100125,13,1
31299,14-Mar-2020,Z100677,7,1
31695,14-Mar-2020,Z100899,10,3
31712,14-Mar-2020,Z100774,10,2
31904,14-Mar-2020,Z100067,4,5
32920,14-Mar-2020,Z100648,14,1
33061,14-Mar-2020,Z100084,10,2
33255,14-Mar-2020,Z100323,10,2
36084,14-Mar-2020,Z100828,11,2
38091,14-Mar-2020,Z100015,8,5
38148,14-Mar-2020,Z100892,9,3
38181,14-Mar-2020,Z100508,9,4
38331,14-Mar-2020,Z100932,6,1
38482,14-Mar-2020,Z100687,5,2
39487,14-Mar-2020,Z100231,11,2
40952,14-Mar-2020,Z100532,3,1
41207,14-Mar-2020,Z100501,9,2
41285,14-Mar-2020,Z100835,10,2
42964,14-Mar-2020,Z100845,10,1
43263,14-Mar-2020,Z100814,14,2
43452,14-Mar-2020,Z100973,1,1
44865,14-Mar-2020,Z100441,9,5
46177,14-Mar-2020,Z100657,6,1
47461,14-Mar-2020,Z100929,10,1
47857,14-Mar-2020,Z100466,9,2
48051,14-Mar-2020,Z100931,13,1
49402,14-Mar-2020,Z100105,6,4
50194,14-Mar-2020,Z100826,11,1
50600,14-Mar-2020,Z100457,9,5
50838,14-Mar-2020,Z100567,5,3
54136,14-Mar-2020,Z100152,4,1
54274,14-Mar-2020,Z100991,13,1
56367,14-Mar-2020,Z100319,3,4
60579,14-Mar-2020,Z100717,1,1
62489,14-Mar-2020,Z100099,10,2
62901,14-Mar-2020,Z100705,10,3
63802,14-Mar-2020,Z100758,7,2
63868,14-Mar-2020,Z100274,8,3
65028,14-Mar-2020,Z100617,9,2
67387,14-Mar-2020,Z100838,3,5
68708,14-Mar-2020,Z100177,4,10
68912,14-Mar-2020,Z100489,10,1
69624,14-Mar-2020,Z100298,16,3
70376,14-Mar-2020,Z100169,2,5
70578,14-Mar-2020,Z100118,10,4
74018,14-Mar-2020,Z100263,8,1
74096,14-Mar-2020,Z100951,13,1
75160,14-Mar-2020,Z100677,8,5
77098,14-Mar-2020,Z100066,9,1
78884,14-Mar-2020,Z100422,8,1
79840,14-Mar-2020,Z101000,3,2
80864,14-Mar-2020,Z100522,8,2
81137,14-Mar-2020,Z100420,2,5
81308,14-Mar-2020,Z100525,5,2
82394,14-Mar-2020,Z100596,9,5
82865,14-Mar-2020,Z100645,2,1
84106,14-Mar-2020,Z100381,9,2
84116,14-Mar-2020,Z100324,9,5
84561,14-Mar-2020,Z100024,13,5
84795,14-Mar-2020,Z100507,12,2
84935,14-Mar-2020,Z100549,2,2
85163,14-Mar-2020,Z100116,3,2
85600,14-Mar-2020,Z100825,13,1
85871,14-Mar-2020,Z100579,5,4
86194,14-Mar-2020,Z100342,7,3
87481,14-Mar-2020,Z100281,6,5
88940,14-Mar-2020,Z100010,3,1
89693,14-Mar-2020,Z100313,11,1
90791,14-Mar-2020,Z100496,8,2
91966,14-Mar-2020,Z100032,15,1
92745,14-Mar-2020,Z100912,1,1
93911,14-Mar-2020,Z100949,8,3
94046,14-Mar-2020,Z100748,9,1
94342,14-Mar-2020,Z100844,2,1
94640,14-Mar-2020,Z100882,10,2
97089,14-Mar-2020,Z100337,9,3
98002,14-Mar-2020,Z100705,6,2
98233,14-Mar-2020,Z100797,7,1
99987,14-Mar-2020,Z100764,14,2
883,15-Mar-2020,Z100874,8,10
1936,15-Mar-2020,Z100489,9,2
2105,15-Mar-2020,Z100023,8,5
2728,15-Mar-2020,Z100410,13,4
3049,15-Mar-2020,Z100405,9,1
3583,15-Mar-2020,Z100983,3,3
4162,15-Mar-2020,Z100569,13,10
4402,15-Mar-2020,Z100235,10,1
7132,15-Mar-2020,Z100557,10,1
8391,15-Mar-2020,Z100894,9,2
9015,15-Mar-2020,Z100913,9,3
9462,15-Mar-2020,Z100989,7,1
11202,15-Mar-2020,Z100101,14,1
13454,15-Mar-2020,Z100594,10,2
14692,15-Mar-2020,Z100077,11,2
18573,15-Mar-2020,Z100225,12,2
19819,15-Mar-2020,Z100845,9,1
20937,15-Mar-2020,Z100573,13,10
21480,15-Mar-2020,Z100694,8,3
22697,15-Mar-2020,Z100810,13,1
23337,15-Mar-2020,Z100751,16,3
23936,15-Mar-2020,Z100714,14,3
24892,15-Mar-2020,Z100568,8,3
26026,15-Mar-2020,Z100987,11,4
26628,15-Mar-2020,Z100731,7,5
27207,15-Mar-2020,Z100019,13,5
29163,15-Mar-2020,Z100250,2,3
33916,15-Mar-2020,Z100009,5,1
34762,15-Mar-2020,Z100752,14,1
35528,15-Mar-2020,Z100902,13,5
35637,15-Mar-2020,Z100974,10,3
38830,15-Mar-2020,Z100304,10,5
41658,15-Mar-2020,Z100315,9,3
41671,15-Mar-2020,Z100952,14,10
42908,15-Mar-2020,Z100574,14,5
43322,15-Mar-2020,Z100258,9,1
43401,15-Mar-2020,Z100341,10,5
43622,15-Mar-2020,Z100076,13,2
44348,15-Mar-2020,Z100527,9,1
44421,15-Mar-2020,Z100138,2,2
44772,15-Mar-2020,Z100010,1,1
45346,15-Mar-2020,Z100429,14,2
45783,15-Mar-2020,Z100251,12,5
46495,15-Mar-2020,Z100512,8,1
47571,15-Mar-2020,Z100058,13,3
47886,15-Mar-2020,Z100154,11,1
49792,15-Mar-2020,Z100942,14,2
52409,15-Mar-2020,Z100053,13,4
52557,15-Mar-2020,Z100322,7,4
52927,15-Mar-2020,Z100164,7,5
54082,15-Mar-2020,Z100023,8,1
56262,15-Mar-2020,Z100543,13,1
56429,15-Mar-2020,Z100297,13,2
56458,15-Mar-2020,Z100821,9,5
59167,15-Mar-2020,Z100939,11,5
59397,15-Mar-2020,Z100763,8,2
59854,15-Mar-2020,Z100630,10,3
60889,15-Mar-2020,Z100985,8,5
61707,15-Mar-2020,Z100392,8,1
63852,15-Mar-2020,Z100864,13,10
66661,15-Mar-2020,Z100721,11,3
66988,15-Mar-2020,Z100633,7,5
67687,15-Mar-2020,Z100382,7,1
68071,15-Mar-2020,Z100303,10,10
70573,15-Mar-2020,Z100767,9,2
72935,15-Mar-2020,Z100979,10,3
73669,15-Mar-2020,Z100766,6,2
74384,15-Mar-2020,Z100918,5,2
76756,15-Mar-2020,Z100373,3,4
80143,15-Mar-2020,Z100181,15,1
80476,15-Mar-2020,Z100858,9,5
80627,15-Mar-2020,Z100034,9,1
81651,15-Mar-2020,Z100816,3,1
82065,15-Mar-2020,Z100776,8,1
82582,15-Mar-2020,Z100434,9,10
82711,15-Mar-2020,Z100398,9,3
83630,15-Mar-2020,Z100663,14,2
83661,15-Mar-2020,Z100323,10,1
84784,15-Mar-2020,Z100594,12,1
84983,15-Mar-2020,Z100773,8,2
86154,15-Mar-2020,Z100484,9,2
86912,15-Mar-2020,Z100395,4,3
87288,15-Mar-2020,Z100036,7,2
88553,15-Mar-2020,Z100618,7,2
90957,15-Mar-2020,Z100838,9,10
91012,15-Mar-2020,Z100514,12,2
91308,15-Mar-2020,Z100961,8,1
92112,15-Mar-2020,Z100141,2,2
92413,15-Mar-2020,Z100564,12,10
92426,15-Mar-2020,Z100254,3,1
92543,15-Mar-2020,Z100382,3,1
95923,15-Mar-2020,Z100811,7,10
95987,15-Mar-2020,Z100301,11,5
98177,15-Mar-2020,Z100721,13,4
99779,15-Mar-2020,Z100481,10,2
99862,15-Mar-2020,Z100920,9,4
404,16-Mar-2020,Z100505,9,1
1460,16-Mar-2020,Z100899,5,5
1551,16-Mar-2020,Z100967,10,5
3136,16-Mar-2020,Z100650,8,3
4424,16-Mar-2020,Z100164,8,1
8601,16-Mar-2020,Z100401,13,2
8602,16-Mar-2020,Z100983,3,1
9298,16-Mar-2020,Z100433,7,2
9812,16-Mar-2020,Z100470,9,2
10188,16-Mar-2020,Z100285,9,1
11173,16-Mar-2020,Z100747,9,2
11306,16-Mar-2020,Z100286,5,10
11477,16-Mar-2020,Z100297,13,4
12299,16-Mar-2020,Z100969,9,5
12812,16-Mar-2020,Z100503,7,3
13619,16-Mar-2020,Z100284,13,4
14011,16-Mar-2020,Z100232,2,2
18398,16-Mar-2020,Z100254,3,1
19246,16-Mar-2020,Z100379,8,10
19900,16-Mar-2020,Z100639,12,3
20020,16-Mar-2020,Z100152,10,4
22336,16-Mar-2020,Z100186,5,1
24804,16-Mar-2020,Z100206,3,1
24955,16-Mar-2020,Z100223,3,3
26991,16-Mar-2020,Z100936,8,5
28228,16-Mar-2020,Z100729,10,10
28351,16-Mar-2020,Z100394,9,2
28686,16-Mar-2020,Z100823,3,3
28797,16-Mar-2020,Z100639,15,4
28868,16-Mar-2020,Z100487,12,1
29479,16-Mar-2020,Z100607,3,3
31060,16-Mar-2020,Z100241,9,2
34233,16-Mar-2020,Z100155,15,4
34809,16-Mar-2020,Z100239,11,1
35058,16-Mar-2020,Z100441,14,4
35071,16-Mar-2020,Z100589,7,1
35553,16-Mar-2020,Z100819,1,1
37695,16-Mar-2020,Z100543,9,4
38034,16-Mar-2020,Z100927,1,2
38110,16-Mar-2020,Z100676,10,4
39811,16-Mar-2020,Z100250,12,2
45343,16-Mar-2020,Z100491,7,1
47022,16-Mar-2020,Z100739,3,1
47508,16-Mar-2020,Z100483,10,10
48528,16-Mar-2020,Z100944,16,1
48623,16-Mar-2020,Z100511,9,3
49182,16-Mar-2020,Z100287,1,1
49563,16-Mar-2020,Z100395,9,4
49965,16-Mar-2020,Z100197,7,1
51216,16-Mar-2020,Z100084,2,3
53497,16-Mar-2020,Z100274,2,2
53701,16-Mar-2020,Z100509,8,5
55468,16-Mar-2020,Z100363,10,1
60040,16-Mar-2020,Z100192,3,1
60805,16-Mar-2020,Z100595,10,2
62073,16-Mar-2020,Z100905,3,1
62299,16-Mar-2020,Z100422,9,1
62372,16-Mar-2020,Z100085,10,2
62680,16-Mar-2020,Z100447,13,1
62690,16-Mar-2020,Z100658,2,2
62954,16-Mar-2020,Z100272,1,5
63084,16-Mar-2020,Z100986,3,4
63385,16-Mar-2020,Z100664,9,3
65349,16-Mar-2020,Z100345,10,3
65968,16-Mar-2020,Z100864,13,3
66020,16-Mar-2020,Z100667,7,4
67113,16-Mar-2020,Z100384,9,1
67814,16-Mar-2020,Z100548,11,1
68709,16-Mar-2020,Z100389,14,1
68882,16-Mar-2020,Z100707,9,1
69156,16-Mar-2020,Z100647,10,4
71133,16-Mar-2020,Z100547,1,4
71506,16-Mar-2020,Z100267,11,2
73291,16-Mar-2020,Z100982,3,2
73307,16-Mar-2020,Z100674,10,10
73880,16-Mar-2020,Z100257,13,10
74983,16-Mar-2020,Z101000,5,3
76125,16-Mar-2020,Z100159,3,2
77623,16-Mar-2020,Z100011,13,1
77724,16-Mar-2020,Z100107,4,1
77828,16-Mar-2020,Z100076,13,1
79300,16-Mar-2020,Z100541,5,1
79822,16-Mar-2020,Z100372,10,3
79871,16-Mar-2020,Z100756,6,4
82119,16-Mar-2020,Z100195,9,4
82277,16-Mar-2020,Z100993,10,2
82389,16-Mar-2020,Z100322,1,2
83072,16-Mar-2020,Z100548,14,5
84269,16-Mar-2020,Z100505,14,5
85500,16-Mar-2020,Z100315,9,2
86001,16-Mar-2020,Z100851,2,1
87484,16-Mar-2020,Z100528,15,1
87786,16-Mar-2020,Z100172,9,2
89931,16-Mar-2020,Z100415,6,1
90905,16-Mar-2020,Z100127,5,4
93236,16-Mar-2020,Z100122,7,2
93263,16-Mar-2020,Z100269,7,4
94364,16-Mar-2020,Z100537,3,1
94469,16-Mar-2020,Z100623,11,1
94965,16-Mar-2020,Z100066,5,1
95401,16-Mar-2020,Z100048,9,1
95560,16-Mar-2020,Z100766,3,4
96243,16-Mar-2020,Z100396,11,5
96488,16-Mar-2020,Z100089,3,4
96679,16-Mar-2020,Z100468,3,5
96976,16-Mar-2020,Z100092,3,10
97500,16-Mar-2020,Z100750,9,5
97634,16-Mar-2020,Z100366,10,2
98154,16-Mar-2020,Z100723,10,10
98874,16-Mar-2020,Z100825,3,2
99197,16-Mar-2020,Z100927,9,1
99237,16-Mar-2020,Z100084,10,1
99400,16-Mar-2020,Z100805,9,1
817,17-Mar-2020,Z100106,11,2
1968,17-Mar-2020,Z100938,3,3
2722,17-Mar-2020,Z100539,10,5
2986,17-Mar-2020,Z100721,5,2
3364,17-Mar-2020,Z100163,13,4
4833,17-Mar-2020,Z100459,2,4
5694,17-Mar-2020,Z100924,9,2
6210,17-Mar-2020,Z100280,11,1
6950,17-Mar-2020,Z100369,9,2
7140,17-Mar-2020,Z100334,15,4
7287,17-Mar-2020,Z100773,6,1
7374,17-Mar-2020,Z100712,13,2
7497,17-Mar-2020,Z100972,9,1
9351,17-Mar-2020,Z100831,1,3
10017,17-Mar-2020,Z100224,10,1
10443,17-Mar-2020,Z100083,15,3
10718,17-Mar-2020,Z100389,12,2
11008,17-Mar-2020,Z100004,9,2
12065,17-Mar-2020,Z100642,3,5
12525,17-Mar-2020,Z100773,14,1
13557,17-Mar-2020,Z100610,3,1
18119,17-Mar-2020,Z100367,7,5
19705,17-Mar-2020,Z100518,8,3
20021,17-Mar-2020,Z100618,5,1
20932,17-Mar-2020,Z100527,8,2
22738,17-Mar-2020,Z100458,2,1
22790,17-Mar-2020,Z100424,6,1
23431,17-Mar-2020,Z100801,1,2
24413,17-Mar-2020,Z100252,5,3
26712,17-Mar-2020,Z100173,8,1
28326,17-Mar-2020,Z100412,9,1
31008,17-Mar-2020,Z100412,8,5
31173,17-Mar-2020,Z100534,7,4
31375,17-Mar-2020,Z100904,10,5
33419,17-Mar-2020,Z100657,13,4
35240,17-Mar-2020,Z100331,8,5
35771,17-Mar-2020,Z100618,9,1
36445,17-Mar-2020,Z100393,9,5
37279,17-Mar-2020,Z100945,13,1
38317,17-Mar-2020,Z100386,2,1
38693,17-Mar-2020,Z100767,13,10
38893,17-Mar-2020,Z100357,1,10
39246,17-Mar-2020,Z100176,11,2
40711,17-Mar-2020,Z100868,10,1
41167,17-Mar-2020,Z100734,9,4
41171,17-Mar-2020,Z100925,9,1
41355,17-Mar-2020,Z100085,9,3
41466,17-Mar-2020,Z100876,9,1
