Order ID,Order Date,Ship Date,Ship Mode
CA-2017-168655,2017-10-12 00:00:00,2017-10-18 00:00:00,Standard Class
CA-2017-168739,2017-05-29 00:00:00,2017-06-05 00:00:00,Standard Class
CA-2017-168837,2017-10-14 00:00:00,2017-10-17 00:00:00,First Class
CA-2017-168858,2017-11-19 00:00:00,2017-11-23 00:00:00,Standard Class
CA-2017-168900,2017-05-04 00:00:00,2017-05-09 00:00:00,Standard Class
CA-2017-168942,2017-08-01 00:00:00,2017-08-05 00:00:00,Second Class
CA-2017-169005,2017-11-02 00:00:00,2017-11-06 00:00:00,Standard Class
CA-2017-169012,2017-07-10 00:00:00,2017-07-14 00:00:00,Standard Class
CA-2017-169054,2017-04-22 00:00:00,2017-04-26 00:00:00,Standard Class
CA-2017-169124,2017-07-03 00:00:00,2017-07-10 00:00:00,Standard Class
CA-2017-169264,2017-08-14 00:00:00,2017-08-16 00:00:00,Second Class
CA-2017-169285,2017-03-21 00:00:00,2017-03-25 00:00:00,Standard Class
CA-2017-169327,2017-09-02 00:00:00,2017-09-04 00:00:00,Second Class
CA-2017-169362,2017-10-12 00:00:00,2017-10-15 00:00:00,First Class
CA-2017-169404,2017-04-09 00:00:00,2017-04-14 00:00:00,Standard Class
CA-2017-169411,2017-12-24 00:00:00,2017-12-29 00:00:00,Standard Class
CA-2017-169439,2017-09-09 00:00:00,2017-09-13 00:00:00,Standard Class
CA-2017-169474,2017-02-04 00:00:00,2017-02-09 00:00:00,Standard Class
CA-2017-169607,2017-10-12 00:00:00,2017-10-15 00:00:00,First Class
CA-2017-169691,2017-06-15 00:00:00,2017-06-18 00:00:00,First Class
CA-2017-169810,2017-07-25 00:00:00,2017-07-31 00:00:00,Standard Class
CA-2017-169817,2017-09-21 00:00:00,2017-09-25 00:00:00,Standard Class
CA-2017-169859,2017-12-14 00:00:00,2017-12-18 00:00:00,Standard Class
CA-2017-169894,2017-11-24 00:00:00,2017-11-29 00:00:00,Second Class
CA-2017-169901,2017-06-15 00:00:00,2017-06-19 00:00:00,Standard Class
CA-2017-169929,2017-09-25 00:00:00,2017-09-28 00:00:00,First Class
CA-2017-169978,2017-12-24 00:00:00,2017-12-28 00:00:00,Standard Class
CA-2017-169999,2017-06-19 00:00:00,2017-06-26 00:00:00,Standard Class
US-2014-100279,2014-03-10 00:00:00,2014-03-14 00:00:00,Standard Class
US-2014-100853,2014-09-14 00:00:00,2014-09-19 00:00:00,Standard Class
US-2014-102071,2014-05-09 00:00:00,2014-05-15 00:00:00,Standard Class
US-2014-102631,2014-12-13 00:00:00,2014-12-17 00:00:00,Standard Class
US-2014-102715,2014-04-11 00:00:00,2014-04-13 00:00:00,Second Class
US-2014-103338,2014-03-11 00:00:00,2014-03-15 00:00:00,Standard Class
US-2014-103905,2014-07-14 00:00:00,2014-07-20 00:00:00,Standard Class
US-2014-104759,2014-03-31 00:00:00,2014-04-04 00:00:00,Standard Class
US-2014-105137,2014-10-10 00:00:00,2014-10-10 00:00:00,Same Day
US-2014-105151,2014-03-30 00:00:00,2014-03-31 00:00:00,First Class
US-2014-105767,2014-05-23 00:00:00,2014-05-27 00:00:00,Standard Class
US-2014-106299,2014-08-02 00:00:00,2014-08-08 00:00:00,Standard Class
US-2014-106334,2014-12-27 00:00:00,2015-01-02 00:00:00,Standard Class
US-2014-106992,2014-09-19 00:00:00,2014-09-21 00:00:00,Second Class
US-2014-107405,2014-03-21 00:00:00,2014-03-25 00:00:00,Standard Class
US-2014-107699,2014-05-19 00:00:00,2014-05-23 00:00:00,Standard Class
US-2014-107993,2014-11-25 00:00:00,2014-11-30 00:00:00,Standard Class
US-2014-109036,2014-12-20 00:00:00,2014-12-25 00:00:00,Standard Class
US-2014-109162,2014-06-08 00:00:00,2014-06-12 00:00:00,Standard Class
US-2014-109456,2014-10-16 00:00:00,2014-10-17 00:00:00,Same Day
US-2014-110674,2014-02-12 00:00:00,2014-02-18 00:00:00,Standard Class
US-2014-111171,2014-12-26 00:00:00,2014-12-31 00:00:00,Standard Class
US-2014-111353,2014-11-29 00:00:00,2014-12-06 00:00:00,Standard Class
US-2014-112200,2014-11-22 00:00:00,2014-11-28 00:00:00,Standard Class
US-2014-112564,2014-04-23 00:00:00,2014-04-24 00:00:00,First Class
US-2014-112795,2014-08-23 00:00:00,2014-08-28 00:00:00,Second Class
US-2014-112872,2014-12-06 00:00:00,2014-12-11 00:00:00,Second Class
US-2014-112914,2014-09-25 00:00:00,2014-09-30 00:00:00,Standard Class
US-2014-112949,2014-06-20 00:00:00,2014-06-27 00:00:00,Standard Class
US-2014-112991,2014-12-10 00:00:00,2014-12-14 00:00:00,Standard Class
US-2014-113124,2014-03-30 00:00:00,2014-04-05 00:00:00,Standard Class
US-2014-114188,2014-05-20 00:00:00,2014-05-22 00:00:00,Second Class
US-2014-114377,2014-11-05 00:00:00,2014-11-05 00:00:00,Same Day
US-2014-115189,2014-12-30 00:00:00,2015-01-03 00:00:00,Second Class
US-2014-115196,2014-09-09 00:00:00,2014-09-13 00:00:00,Standard Class
US-2014-115413,2014-08-26 00:00:00,2014-09-01 00:00:00,Standard Class
US-2014-115987,2014-09-08 00:00:00,2014-09-13 00:00:00,Second Class
US-2014-117058,2014-05-27 00:00:00,2014-05-30 00:00:00,First Class
US-2014-117135,2014-06-21 00:00:00,2014-06-23 00:00:00,Second Class
US-2014-117163,2014-01-27 00:00:00,2014-02-02 00:00:00,Standard Class
US-2014-117170,2014-09-17 00:00:00,2014-09-24 00:00:00,Standard Class
US-2014-117380,2014-03-28 00:00:00,2014-04-03 00:00:00,Standard Class
US-2014-117744,2014-12-02 00:00:00,2014-12-06 00:00:00,Standard Class
US-2014-117968,2014-08-05 00:00:00,2014-08-07 00:00:00,Second Class
US-2014-118486,2014-04-06 00:00:00,2014-04-08 00:00:00,First Class
US-2014-118997,2014-04-08 00:00:00,2014-04-12 00:00:00,Standard Class
US-2014-119081,2014-09-12 00:00:00,2014-09-19 00:00:00,Standard Class
US-2014-119137,2014-07-23 00:00:00,2014-07-27 00:00:00,Standard Class
US-2014-120175,2014-11-28 00:00:00,2014-12-03 00:00:00,Standard Class
US-2014-120236,2014-09-03 00:00:00,2014-09-04 00:00:00,First Class
US-2014-120313,2014-10-31 00:00:00,2014-11-02 00:00:00,Second Class
US-2014-120740,2014-04-15 00:00:00,2014-04-15 00:00:00,Same Day
US-2014-121566,2014-06-30 00:00:00,2014-07-06 00:00:00,Standard Class
US-2014-121734,2014-04-11 00:00:00,2014-04-16 00:00:00,Standard Class
US-2014-122021,2014-10-15 00:00:00,2014-10-17 00:00:00,First Class
US-2014-122959,2014-12-12 00:00:00,2014-12-12 00:00:00,Same Day
US-2014-123183,2014-11-19 00:00:00,2014-11-25 00:00:00,Standard Class
US-2014-123519,2014-12-14 00:00:00,2014-12-21 00:00:00,Standard Class
US-2014-124625,2014-11-03 00:00:00,2014-11-07 00:00:00,Standard Class
US-2014-125521,2014-03-14 00:00:00,2014-03-19 00:00:00,Standard Class
US-2014-126340,2014-11-08 00:00:00,2014-11-14 00:00:00,Standard Class
US-2014-126571,2014-10-11 00:00:00,2014-10-15 00:00:00,Standard Class
US-2014-127635,2014-09-14 00:00:00,2014-09-18 00:00:00,Second Class
US-2014-127978,2014-03-03 00:00:00,2014-03-08 00:00:00,Standard Class
US-2014-128685,2014-04-04 00:00:00,2014-04-05 00:00:00,First Class
US-2014-129609,2014-03-22 00:00:00,2014-03-22 00:00:00,Same Day
US-2014-130358,2014-06-23 00:00:00,2014-06-26 00:00:00,First Class
US-2014-130379,2014-05-25 00:00:00,2014-05-29 00:00:00,Standard Class
US-2014-131275,2014-03-18 00:00:00,2014-03-24 00:00:00,Standard Class
US-2014-131870,2014-09-09 00:00:00,2014-09-11 00:00:00,First Class
US-2014-131982,2014-03-07 00:00:00,2014-03-11 00:00:00,Second Class
US-2014-132745,2014-10-01 00:00:00,2014-10-05 00:00:00,Standard Class
US-2014-133130,2014-09-27 00:00:00,2014-10-01 00:00:00,Standard Class
US-2014-133949,2014-12-31 00:00:00,2014-12-31 00:00:00,Same Day
US-2014-134054,2014-10-10 00:00:00,2014-10-10 00:00:00,Same Day
US-2014-134187,2014-11-04 00:00:00,2014-11-11 00:00:00,Standard Class
US-2014-134614,2014-09-20 00:00:00,2014-09-25 00:00:00,Standard Class
US-2014-134712,2014-11-29 00:00:00,2014-12-04 00:00:00,Standard Class
US-2014-134733,2014-09-23 00:00:00,2014-09-28 00:00:00,Standard Class
US-2014-134971,2014-06-07 00:00:00,2014-06-10 00:00:00,Second Class
US-2014-135881,2014-05-23 00:00:00,2014-05-27 00:00:00,Standard Class
US-2014-135972,2014-09-21 00:00:00,2014-09-23 00:00:00,Second Class
US-2014-137155,2014-11-01 00:00:00,2014-11-05 00:00:00,Standard Class
US-2014-137680,2014-02-24 00:00:00,2014-03-02 00:00:00,Standard Class
US-2014-137869,2014-03-28 00:00:00,2014-04-02 00:00:00,Standard Class
US-2014-138247,2014-12-24 00:00:00,2014-12-29 00:00:00,Standard Class
US-2014-138758,2014-07-07 00:00:00,2014-07-11 00:00:00,Standard Class
US-2014-138828,2014-09-02 00:00:00,2014-09-03 00:00:00,First Class
US-2014-138835,2014-09-10 00:00:00,2014-09-14 00:00:00,Standard Class
US-2014-139500,2014-11-16 00:00:00,2014-11-20 00:00:00,Standard Class
US-2014-139640,2014-11-07 00:00:00,2014-11-11 00:00:00,Second Class
US-2014-140116,2014-03-10 00:00:00,2014-03-17 00:00:00,Standard Class
US-2014-140452,2014-12-06 00:00:00,2014-12-10 00:00:00,Standard Class
US-2014-140914,2014-11-11 00:00:00,2014-11-15 00:00:00,Standard Class
US-2014-141215,2014-06-15 00:00:00,2014-06-21 00:00:00,Standard Class
US-2014-141257,2014-06-08 00:00:00,2014-06-14 00:00:00,Standard Class
US-2014-143231,2014-12-31 00:00:00,2015-01-03 00:00:00,First Class
US-2014-143287,2014-11-11 00:00:00,2014-11-17 00:00:00,Standard Class
US-2014-143581,2014-08-19 00:00:00,2014-08-23 00:00:00,Standard Class
US-2014-143707,2014-03-01 00:00:00,2014-03-05 00:00:00,Standard Class
US-2014-143721,2014-11-23 00:00:00,2014-11-26 00:00:00,Second Class
US-2014-144078,2014-11-25 00:00:00,2014-11-29 00:00:00,Standard Class
US-2014-146353,2014-10-14 00:00:00,2014-10-16 00:00:00,Second Class
US-2014-147606,2014-11-26 00:00:00,2014-12-01 00:00:00,Second Class
US-2014-147627,2014-01-20 00:00:00,2014-01-26 00:00:00,Standard Class
US-2014-147648,2014-11-26 00:00:00,2014-12-01 00:00:00,Standard Class
US-2014-147704,2014-11-16 00:00:00,2014-11-21 00:00:00,Standard Class
US-2014-147774,2014-01-20 00:00:00,2014-01-26 00:00:00,Standard Class
US-2014-148194,2014-05-04 00:00:00,2014-05-07 00:00:00,First Class
US-2014-148838,2014-03-17 00:00:00,2014-03-21 00:00:00,Standard Class
US-2014-149034,2014-11-19 00:00:00,2014-11-21 00:00:00,First Class
US-2014-150119,2014-04-23 00:00:00,2014-04-27 00:00:00,Standard Class
US-2014-150126,2014-07-27 00:00:00,2014-08-02 00:00:00,Standard Class
US-2014-150434,2014-07-19 00:00:00,2014-07-24 00:00:00,Standard Class
US-2014-150532,2014-07-14 00:00:00,2014-07-21 00:00:00,Standard Class
US-2014-150574,2014-12-19 00:00:00,2014-12-25 00:00:00,Standard Class
US-2014-150924,2014-09-12 00:00:00,2014-09-16 00:00:00,Second Class
US-2014-151015,2014-10-14 00:00:00,2014-10-20 00:00:00,Standard Class
US-2014-151925,2014-09-26 00:00:00,2014-10-01 00:00:00,Second Class
US-2014-152030,2014-12-26 00:00:00,2014-12-28 00:00:00,Second Class
US-2014-152723,2014-09-26 00:00:00,2014-09-26 00:00:00,Same Day
US-2014-154655,2014-10-12 00:00:00,2014-10-17 00:00:00,Standard Class
US-2014-154879,2014-05-06 00:00:00,2014-05-11 00:00:00,Standard Class
US-2014-155502,2014-01-26 00:00:00,2014-01-31 00:00:00,Standard Class
US-2014-155544,2014-03-21 00:00:00,2014-03-25 00:00:00,Standard Class
US-2014-155817,2014-10-03 00:00:00,2014-10-09 00:00:00,Standard Class
US-2014-155894,2014-07-26 00:00:00,2014-07-30 00:00:00,Second Class
US-2014-156216,2014-09-13 00:00:00,2014-09-17 00:00:00,Standard Class
US-2014-156559,2014-08-19 00:00:00,2014-08-26 00:00:00,Standard Class
US-2014-157021,2014-04-01 00:00:00,2014-04-06 00:00:00,Second Class
US-2014-157070,2014-06-01 00:00:00,2014-06-06 00:00:00,Standard Class
US-2014-157231,2014-04-05 00:00:00,2014-04-09 00:00:00,Standard Class
US-2014-157385,2014-11-23 00:00:00,2014-11-25 00:00:00,First Class
US-2014-157406,2014-04-25 00:00:00,2014-04-29 00:00:00,Standard Class
US-2014-157847,2014-04-02 00:00:00,2014-04-06 00:00:00,Second Class
US-2014-158057,2014-03-22 00:00:00,2014-03-26 00:00:00,Standard Class
US-2014-158365,2014-04-12 00:00:00,2014-04-17 00:00:00,Standard Class
US-2014-158400,2014-10-25 00:00:00,2014-10-28 00:00:00,First Class
US-2014-158638,2014-09-17 00:00:00,2014-09-21 00:00:00,Standard Class
US-2014-159611,2014-12-27 00:00:00,2015-01-01 00:00:00,Second Class
US-2014-159618,2014-11-12 00:00:00,2014-11-16 00:00:00,Standard Class
US-2014-159926,2014-11-18 00:00:00,2014-11-22 00:00:00,Standard Class
US-2014-160444,2014-07-05 00:00:00,2014-07-05 00:00:00,Same Day
US-2014-160780,2014-06-21 00:00:00,2014-06-21 00:00:00,Same Day
US-2014-161305,2014-06-06 00:00:00,2014-06-12 00:00:00,Standard Class
US-2014-161613,2014-12-01 00:00:00,2014-12-03 00:00:00,Second Class
US-2014-163146,2014-05-16 00:00:00,2014-05-20 00:00:00,Standard Class
US-2014-163797,2014-04-08 00:00:00,2014-04-13 00:00:00,Standard Class
US-2014-164406,2014-08-15 00:00:00,2014-08-19 00:00:00,Standard Class
US-2014-164616,2014-08-19 00:00:00,2014-08-21 00:00:00,Second Class
US-2014-164644,2014-07-22 00:00:00,2014-07-24 00:00:00,Second Class
US-2014-164763,2014-03-17 00:00:00,2014-03-21 00:00:00,Standard Class
US-2014-165589,2014-02-18 00:00:00,2014-02-18 00:00:00,Same Day
US-2014-165659,2014-06-01 00:00:00,2014-06-06 00:00:00,Standard Class
US-2014-165862,2014-07-13 00:00:00,2014-07-17 00:00:00,Standard Class
US-2014-166310,2014-09-21 00:00:00,2014-09-23 00:00:00,First Class
US-2014-166828,2014-08-22 00:00:00,2014-08-25 00:00:00,First Class
US-2014-167262,2014-10-31 00:00:00,2014-11-03 00:00:00,Second Class
US-2014-167633,2014-09-30 00:00:00,2014-10-05 00:00:00,Standard Class
US-2014-167738,2014-12-24 00:00:00,2014-12-29 00:00:00,Standard Class
US-2014-168501,2014-11-21 00:00:00,2014-11-27 00:00:00,Standard Class
US-2014-169390,2014-02-07 00:00:00,2014-02-10 00:00:00,Second Class
US-2014-169789,2014-12-30 00:00:00,2015-01-04 00:00:00,Standard Class
US-2015-100069,2015-06-29 00:00:00,2015-07-03 00:00:00,Standard Class
US-2015-100377,2015-08-28 00:00:00,2015-09-01 00:00:00,Standard Class
US-2015-100531,2015-09-27 00:00:00,2015-09-29 00:00:00,First Class
US-2015-101399,2015-01-17 00:00:00,2015-01-24 00:00:00,Standard Class
US-2015-101511,2015-11-21 00:00:00,2015-11-23 00:00:00,Second Class
US-2015-103471,2015-12-24 00:00:00,2015-12-28 00:00:00,Standard Class
US-2015-103996,2015-03-29 00:00:00,2015-03-31 00:00:00,Second Class
US-2015-104185,2015-09-03 00:00:00,2015-09-08 00:00:00,Second Class
US-2015-104430,2015-10-22 00:00:00,2015-10-26 00:00:00,Standard Class
US-2015-105676,2015-12-01 00:00:00,2015-12-02 00:00:00,Same Day
US-2015-106495,2015-06-15 00:00:00,2015-06-17 00:00:00,First Class
US-2015-106873,2015-09-24 00:00:00,2015-09-29 00:00:00,Second Class
US-2015-107349,2015-07-13 00:00:00,2015-07-15 00:00:00,First Class
US-2015-107944,2015-03-23 00:00:00,2015-03-25 00:00:00,First Class
US-2015-108966,2015-10-11 00:00:00,2015-10-18 00:00:00,Standard Class
US-2015-109015,2015-09-06 00:00:00,2015-09-12 00:00:00,Standard Class
US-2015-110163,2015-11-01 00:00:00,2015-11-04 00:00:00,First Class
US-2015-110261,2015-12-19 00:00:00,2015-12-23 00:00:00,Second Class
US-2015-110569,2015-05-23 00:00:00,2015-05-30 00:00:00,Standard Class
US-2015-111927,2015-11-14 00:00:00,2015-11-19 00:00:00,Standard Class
US-2015-112508,2015-03-24 00:00:00,2015-03-30 00:00:00,Standard Class
US-2015-113327,2015-05-26 00:00:00,2015-05-29 00:00:00,Second Class
US-2015-113593,2015-04-18 00:00:00,2015-04-20 00:00:00,First Class
US-2015-114741,2015-12-06 00:00:00,2015-12-10 00:00:00,Standard Class
US-2015-114839,2015-04-26 00:00:00,2015-04-30 00:00:00,Standard Class
US-2015-115238,2015-04-30 00:00:00,2015-05-04 00:00:00,Standard Class
US-2015-115343,2015-09-22 00:00:00,2015-09-25 00:00:00,First Class
US-2015-116981,2015-03-26 00:00:00,2015-03-28 00:00:00,Second Class
US-2015-117184,2015-05-17 00:00:00,2015-05-21 00:00:00,Standard Class
US-2015-117492,2015-08-07 00:00:00,2015-08-09 00:00:00,First Class
US-2015-118766,2015-10-15 00:00:00,2015-10-22 00:00:00,Standard Class
US-2015-118906,2015-03-10 00:00:00,2015-03-10 00:00:00,Same Day
US-2015-118983,2015-11-22 00:00:00,2015-11-26 00:00:00,Standard Class
US-2015-119312,2015-10-02 00:00:00,2015-10-07 00:00:00,Second Class
US-2015-120161,2015-12-18 00:00:00,2015-12-23 00:00:00,Standard Class
US-2015-120502,2015-04-13 00:00:00,2015-04-19 00:00:00,Standard Class
US-2015-120572,2015-12-11 00:00:00,2015-12-15 00:00:00,Standard Class
US-2015-120712,2015-12-20 00:00:00,2015-12-24 00:00:00,Standard Class
US-2015-120957,2015-12-07 00:00:00,2015-12-07 00:00:00,Same Day
US-2015-122140,2015-04-02 00:00:00,2015-04-07 00:00:00,Standard Class
US-2015-122784,2015-07-20 00:00:00,2015-07-27 00:00:00,Standard Class
US-2015-122910,2015-05-12 00:00:00,2015-05-16 00:00:00,Standard Class
US-2015-123218,2015-12-20 00:00:00,2015-12-25 00:00:00,Standard Class
US-2015-123918,2015-10-15 00:00:00,2015-10-15 00:00:00,Same Day
US-2015-123960,2015-06-11 00:00:00,2015-06-16 00:00:00,Standard Class
US-2015-124219,2015-08-07 00:00:00,2015-08-08 00:00:00,First Class
US-2015-125374,2015-03-23 00:00:00,2015-03-29 00:00:00,Standard Class
US-2015-126214,2015-12-21 00:00:00,2015-12-24 00:00:00,Second Class
US-2015-126235,2015-10-15 00:00:00,2015-10-15 00:00:00,Same Day
US-2015-126753,2015-08-16 00:00:00,2015-08-20 00:00:00,Standard Class
US-2015-126977,2015-09-17 00:00:00,2015-09-23 00:00:00,Standard Class
US-2015-127040,2015-12-06 00:00:00,2015-12-10 00:00:00,Standard Class
US-2015-128090,2015-08-16 00:00:00,2015-08-22 00:00:00,Standard Class
US-2015-128587,2015-12-24 00:00:00,2015-12-30 00:00:00,Standard Class
US-2015-129007,2015-09-13 00:00:00,2015-09-15 00:00:00,First Class
US-2015-129553,2015-07-27 00:00:00,2015-08-02 00:00:00,Standard Class
US-2015-129637,2015-12-17 00:00:00,2015-12-22 00:00:00,Standard Class
US-2015-130491,2015-02-08 00:00:00,2015-02-11 00:00:00,First Class
US-2015-130512,2015-08-21 00:00:00,2015-08-25 00:00:00,Standard Class
US-2015-130519,2015-09-15 00:00:00,2015-09-15 00:00:00,Same Day
US-2015-131359,2015-10-30 00:00:00,2015-11-02 00:00:00,Second Class
US-2015-131842,2015-12-05 00:00:00,2015-12-08 00:00:00,First Class
US-2015-132836,2015-06-01 00:00:00,2015-06-05 00:00:00,Standard Class
US-2015-134026,2015-04-26 00:00:00,2015-05-02 00:00:00,Standard Class
US-2015-134271,2015-04-18 00:00:00,2015-04-23 00:00:00,Second Class
US-2015-134558,2015-12-19 00:00:00,2015-12-24 00:00:00,Second Class
US-2015-136259,2015-11-05 00:00:00,2015-11-08 00:00:00,First Class
US-2015-136427,2015-06-20 00:00:00,2015-06-23 00:00:00,First Class
US-2015-136476,2015-04-05 00:00:00,2015-04-10 00:00:00,Standard Class
US-2015-136749,2015-12-25 00:00:00,2015-12-27 00:00:00,Second Class
US-2015-136987,2015-04-11 00:00:00,2015-04-14 00:00:00,Second Class
US-2015-137008,2015-10-02 00:00:00,2015-10-08 00:00:00,Standard Class
US-2015-137533,2015-12-18 00:00:00,2015-12-18 00:00:00,Same Day
US-2015-137960,2015-12-18 00:00:00,2015-12-18 00:00:00,Same Day
US-2015-138093,2015-12-10 00:00:00,2015-12-16 00:00:00,Standard Class
US-2015-138121,2015-12-17 00:00:00,2015-12-17 00:00:00,Same Day
US-2015-138303,2015-09-03 00:00:00,2015-09-07 00:00:00,Standard Class
US-2015-138716,2015-09-17 00:00:00,2015-09-20 00:00:00,First Class
US-2015-138919,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class
US-2015-139675,2015-03-13 00:00:00,2015-03-18 00:00:00,Second Class
US-2015-139759,2015-08-25 00:00:00,2015-08-30 00:00:00,Standard Class
US-2015-140200,2015-07-26 00:00:00,2015-07-28 00:00:00,First Class
US-2015-140851,2015-07-13 00:00:00,2015-07-15 00:00:00,Second Class
US-2015-141453,2015-11-30 00:00:00,2015-12-03 00:00:00,Second Class
US-2015-141684,2015-06-29 00:00:00,2015-07-04 00:00:00,Standard Class
US-2015-142020,2015-06-04 00:00:00,2015-06-08 00:00:00,Second Class
US-2015-142811,2015-04-02 00:00:00,2015-04-07 00:00:00,Standard Class
US-2015-144771,2015-10-02 00:00:00,2015-10-04 00:00:00,First Class
US-2015-145121,2015-10-02 00:00:00,2015-10-06 00:00:00,Standard Class
US-2015-145422,2015-12-03 00:00:00,2015-12-07 00:00:00,Standard Class
US-2015-145436,2015-02-28 00:00:00,2015-03-04 00:00:00,Standard Class
US-2015-146745,2015-09-03 00:00:00,2015-09-08 00:00:00,Standard Class
US-2015-147242,2015-09-10 00:00:00,2015-09-14 00:00:00,Standard Class
US-2015-147662,2015-02-14 00:00:00,2015-02-19 00:00:00,Standard Class
US-2015-147739,2015-12-25 00:00:00,2015-12-29 00:00:00,Standard Class
US-2015-148817,2015-12-01 00:00:00,2015-12-07 00:00:00,Standard Class
US-2015-149629,2015-07-17 00:00:00,2015-07-20 00:00:00,Second Class
US-2015-149692,2015-12-06 00:00:00,2015-12-12 00:00:00,Standard Class
US-2015-150161,2015-07-25 00:00:00,2015-07-29 00:00:00,Standard Class
US-2015-150231,2015-03-16 00:00:00,2015-03-20 00:00:00,Second Class
US-2015-150630,2015-09-17 00:00:00,2015-09-21 00:00:00,Standard Class
US-2015-151407,2015-11-08 00:00:00,2015-11-12 00:00:00,Standard Class
US-2015-151435,2015-09-06 00:00:00,2015-09-09 00:00:00,Second Class
US-2015-152128,2015-05-25 00:00:00,2015-05-27 00:00:00,Second Class
US-2015-153283,2015-11-12 00:00:00,2015-11-18 00:00:00,Standard Class
US-2015-153374,2015-02-09 00:00:00,2015-02-13 00:00:00,Second Class
US-2015-153500,2015-07-03 00:00:00,2015-07-05 00:00:00,First Class
US-2015-154389,2015-11-27 00:00:00,2015-12-03 00:00:00,Standard Class
US-2015-155369,2015-04-19 00:00:00,2015-04-25 00:00:00,Standard Class
US-2015-156496,2015-08-10 00:00:00,2015-08-16 00:00:00,Standard Class
US-2015-156797,2015-08-11 00:00:00,2015-08-15 00:00:00,Standard Class
US-2015-156867,2015-11-13 00:00:00,2015-11-17 00:00:00,Standard Class
US-2015-157014,2015-10-03 00:00:00,2015-10-06 00:00:00,Second Class
US-2015-157154,2015-01-10 00:00:00,2015-01-15 00:00:00,Standard Class
US-2015-158589,2015-11-20 00:00:00,2015-11-24 00:00:00,Standard Class
US-2015-158911,2015-07-05 00:00:00,2015-07-11 00:00:00,Standard Class
US-2015-159499,2015-11-21 00:00:00,2015-11-23 00:00:00,Second Class
US-2015-159513,2015-04-02 00:00:00,2015-04-09 00:00:00,Standard Class
US-2015-159982,2015-11-28 00:00:00,2015-12-04 00:00:00,Standard Class
US-2015-160150,2015-07-19 00:00:00,2015-07-20 00:00:00,First Class
US-2015-160563,2015-10-20 00:00:00,2015-10-24 00:00:00,Standard Class
US-2015-160857,2015-05-08 00:00:00,2015-05-15 00:00:00,Standard Class
US-2015-161347,2015-09-13 00:00:00,2015-09-19 00:00:00,Standard Class
US-2015-161466,2015-09-24 00:00:00,2015-09-27 00:00:00,Second Class
US-2015-161991,2015-09-26 00:00:00,2015-09-28 00:00:00,Second Class
US-2015-163279,2015-03-22 00:00:00,2015-03-26 00:00:00,Standard Class
US-2015-163433,2015-04-18 00:00:00,2015-04-22 00:00:00,Second Class
US-2015-163685,2015-06-01 00:00:00,2015-06-05 00:00:00,Standard Class
US-2015-163783,2015-12-27 00:00:00,2016-01-01 00:00:00,Standard Class
US-2015-163825,2015-06-16 00:00:00,2015-06-19 00:00:00,First Class
US-2015-164175,2015-04-30 00:00:00,2015-05-05 00:00:00,Standard Class
US-2015-164238,2015-08-16 00:00:00,2015-08-20 00:00:00,Standard Class
US-2015-164308,2015-09-24 00:00:00,2015-09-27 00:00:00,First Class
US-2015-164357,2015-11-25 00:00:00,2015-11-29 00:00:00,Standard Class
US-2015-164448,2015-10-31 00:00:00,2015-11-04 00:00:00,Second Class
US-2015-164966,2015-07-30 00:00:00,2015-08-01 00:00:00,First Class
US-2015-165449,2015-11-22 00:00:00,2015-11-26 00:00:00,Standard Class
US-2015-165512,2015-05-24 00:00:00,2015-05-26 00:00:00,Second Class
US-2015-165743,2015-11-20 00:00:00,2015-11-23 00:00:00,Second Class
US-2015-166520,2015-07-16 00:00:00,2015-07-19 00:00:00,First Class
US-2015-167220,2015-12-12 00:00:00,2015-12-16 00:00:00,Standard Class
US-2015-168704,2015-04-13 00:00:00,2015-04-17 00:00:00,Standard Class
US-2015-168732,2015-12-10 00:00:00,2015-12-16 00:00:00,Standard Class
US-2015-168914,2015-05-21 00:00:00,2015-05-27 00:00:00,Standard Class
US-2015-168935,2015-11-27 00:00:00,2015-12-02 00:00:00,Standard Class
US-2016-100405,2016-08-26 00:00:00,2016-08-28 00:00:00,Second Class
US-2016-100419,2016-12-16 00:00:00,2016-12-20 00:00:00,Second Class
US-2016-100461,2016-01-08 00:00:00,2016-01-12 00:00:00,Standard Class
US-2016-100566,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class
US-2016-100720,2016-07-16 00:00:00,2016-07-21 00:00:00,Standard Class
US-2016-100839,2016-10-13 00:00:00,2016-10-17 00:00:00,Standard Class
US-2016-101196,2016-05-12 00:00:00,2016-05-17 00:00:00,Standard Class
US-2016-101497,2016-09-29 00:00:00,2016-10-01 00:00:00,Second Class
US-2016-101616,2016-09-03 00:00:00,2016-09-06 00:00:00,First Class
US-2016-102141,2016-08-26 00:00:00,2016-08-31 00:00:00,Standard Class
US-2016-102232,2016-08-05 00:00:00,2016-08-11 00:00:00,Standard Class
US-2016-102239,2016-05-05 00:00:00,2016-05-06 00:00:00,First Class
US-2016-103646,2016-04-21 00:00:00,2016-04-26 00:00:00,Standard Class
US-2016-103674,2016-12-06 00:00:00,2016-12-10 00:00:00,Standard Class
US-2016-104794,2016-12-16 00:00:00,2016-12-19 00:00:00,First Class
US-2016-104815,2016-09-03 00:00:00,2016-09-07 00:00:00,Standard Class
US-2016-105452,2016-07-28 00:00:00,2016-08-01 00:00:00,Standard Class
