Name,Gender,Year,Rank
John,boys,2005,72
John,boys,2006,73
John,boys,2007,75
John,boys,2008,83
John,boys,2009,83
John,boys,2010,94
John,boys,2011,100
Jonathan,boys,1954,52
Jonathan,boys,1964,27
Jonathan,boys,1974,20
Jonathan,boys,1984,18
Jonathan,boys,1994,29
Jonathan,boys,1996,39
Jonathan,boys,1997,45
Jonathan,boys,1998,48
Jonathan,boys,1999,55
Jonathan,boys,2000,59
Jonathan,boys,2001,66
Jonathan,boys,2002,80
Jonathan,boys,2003,79
Jonathan,boys,2004,81
Jonathan,boys,2005,93
Jordan,boys,1984,93
Jordan,boys,1994,10
Jordan,girls,1994,96
Jordan,boys,1996,11
Jordan,boys,1997,10
Jordan,boys,1998,10
Jordan,girls,1998,72
Jordan,boys,1999,16
Jordan,girls,1999,79
Jordan,boys,2000,18
Jordan,girls,2000,85
Jordan,boys,2001,26
Jordan,girls,2001,95
Jordan,boys,2002,43
Jordan,boys,2003,54
Jordan,boys,2004,86
Joseph,boys,1904,13
Joseph,boys,1914,12
Joseph,boys,1924,16
Joseph,boys,1934,23
Joseph,boys,1944,36
Joseph,boys,1954,47
Joseph,boys,1964,48
Joseph,boys,1974,59
Joseph,boys,1984,40
Joseph,boys,1994,16
Joseph,boys,1996,8
Joseph,boys,1997,8
Joseph,boys,1998,9
Joseph,boys,1999,8
Joseph,boys,2000,7
Joseph,boys,2001,8
Joseph,boys,2002,8
Joseph,boys,2003,10
Joseph,boys,2004,10
Joseph,boys,2005,10
Joseph,boys,2006,11
Joseph,boys,2007,13
Joseph,boys,2008,13
Joseph,boys,2009,14
Joseph,boys,2010,15
Joseph,boys,2011,18
Joseph,boys,2012,22
Joseph,boys,2013,19
Joseph,boys,2014,19
Joseph,boys,2015,21
Joseph,boys,2016,22
Joseph,boys,2017,28
Josephine,girls,1914,95
Josephine,girls,1924,71
Josephine,girls,1934,38
Josephine,girls,1944,44
Josephine,girls,1954,70
Josh,boys,1994,81
Josh,boys,1996,94
Josh,boys,1997,89
Josh,boys,1998,86
Josh,boys,2001,90
Josh,boys,2002,84
Josh,boys,2003,93
Josh,boys,2004,100
Joshua,boys,1984,78
Joshua,boys,1994,7
Joshua,boys,1996,5
Joshua,boys,1997,5
Joshua,boys,1998,5
Joshua,boys,1999,4
Joshua,boys,2000,4
Joshua,boys,2001,3
Joshua,boys,2002,2
Joshua,boys,2003,2
Joshua,boys,2004,2
Joshua,boys,2005,2
Joshua,boys,2006,3
Joshua,boys,2007,4
Joshua,boys,2008,5
Joshua,boys,2009,5
Joshua,boys,2010,8
Joshua,boys,2011,9
Joshua,boys,2012,11
Joshua,boys,2013,12
Joshua,boys,2014,13
Joshua,boys,2015,16
Joshua,boys,2016,16
Joshua,boys,2017,15
Joy,girls,1934,92
Joy,girls,1944,90
Joy,girls,1954,89
Joyce,girls,1914,49
Joyce,girls,1924,4
Joyce,girls,1934,12
Joyce,girls,1944,33
Joyce,girls,1954,72
Jude,boys,2003,97
Jude,boys,2004,94
Jude,boys,2009,98
Jude,boys,2010,86
Jude,boys,2011,83
Jude,boys,2012,71
Jude,boys,2013,72
Jude,boys,2014,65
Jude,boys,2015,61
Jude,boys,2016,62
Jude,boys,2017,50
Judith,girls,1934,100
Judith,girls,1944,30
Judith,girls,1954,31
Judith,girls,1964,64
Julia,girls,1944,70
Julia,girls,1954,55
Julia,girls,1964,57
Julia,girls,1974,64
Julia,girls,2007,92
Julia,girls,2008,85
Julia,girls,2009,84
Julia,girls,2010,77
Julia,girls,2011,78
Julia,girls,2012,79
Julia,girls,2013,82
Julia,girls,2014,97
Julia,girls,2015,86
Julia,girls,2016,93
Julia,girls,2017,91
Julian,boys,1954,96
Julian,boys,1964,62
Julian,boys,1974,68
Julie,girls,1944,92
Julie,girls,1954,27
Julie,girls,1964,2
Julie,girls,1974,14
Julie,girls,1984,71
June,girls,1924,80
June,girls,1934,9
June,girls,1944,32
June,girls,1954,47
Justin,boys,1974,47
Justin,boys,1984,91
Kai,boys,1998,100
Kai,boys,1999,89
Kai,boys,2000,73
Kai,boys,2001,64
Kai,boys,2002,59
Kai,boys,2003,56
Kai,boys,2004,62
Kai,boys,2005,66
Kai,boys,2006,63
Kai,boys,2007,62
Kai,boys,2008,68
Kai,boys,2009,68
Kai,boys,2010,56
Kai,boys,2011,56
Kai,boys,2012,63
Kai,boys,2013,64
Kai,boys,2014,77
Kai,boys,2015,86
Kai,boys,2016,87
Kai,boys,2017,93
Kane,boys,1996,99
Kane,boys,1997,97
Kane,boys,1998,94
Kane,boys,2000,93
Kane,boys,2001,96
Karen,girls,1954,37
Karen,girls,1964,3
Karen,girls,1974,10
Karen,girls,1984,51
Karl,boys,1964,64
Karl,boys,1974,50
Karl,boys,1984,61
Karl,boys,1994,95
Kate,girls,1904,63
Kate,girls,1914,97
Kate,girls,1974,75
Kate,girls,1984,44
Kate,girls,1994,61
Kate,girls,1996,59
Kate,girls,1997,63
Kate,girls,1998,63
Kate,girls,1999,71
Kate,girls,2000,74
Kate,girls,2001,83
Kate,girls,2002,82
Kate,girls,2003,73
Kate,girls,2004,92
Katherine,girls,1964,76
Katherine,girls,1974,43
Katherine,girls,1984,29
Katherine,girls,1994,45
Katherine,girls,1996,48
Katherine,girls,1997,53
Katherine,girls,1998,55
Katherine,girls,1999,60
Katherine,girls,2000,71
Katherine,girls,2001,78
Katherine,girls,2002,85
Katherine,girls,2003,89
Kathleen,girls,1904,18
Kathleen,girls,1914,5
Kathleen,girls,1924,6
Kathleen,girls,1934,17
Kathleen,girls,1944,19
Kathleen,girls,1954,28
Kathleen,girls,1964,77
Kathryn,girls,1954,60
Kathryn,girls,1964,60
Kathryn,girls,1974,49
Kathryn,girls,1984,50
Kathryn,girls,1994,77
Kathryn,girls,1996,86
Kathryn,girls,1997,83
Katie,girls,1974,81
Katie,girls,1984,13
Katie,girls,1994,14
Katie,girls,1996,12
Katie,girls,1997,15
Katie,girls,1998,13
Katie,girls,1999,15
Katie,girls,2000,16
Katie,girls,2001,13
Katie,girls,2002,13
Katie,girls,2003,11
Katie,girls,2004,9
Katie,girls,2005,11
Katie,girls,2006,13
Katie,girls,2007,18
Katie,girls,2008,20
Katie,girls,2009,31
Katie,girls,2010,40
Katie,girls,2011,57
Katie,girls,2012,66
Katie,girls,2013,79
Katie,girls,2014,77
Katie,girls,2015,99
Katy,girls,1984,65
Kay,girls,1944,80
Kay,girls,1954,93
Kay,girls,1964,86
Kayden,boys,2010,99
Kayden,boys,2011,94
Kayden,boys,2012,92
Kayla,girls,2011,98
Kayleigh,girls,1994,52
Kayleigh,girls,1996,51
Kayleigh,girls,1997,50
Kayleigh,girls,1998,60
Kayleigh,girls,1999,67
Kayleigh,girls,2000,70
Kayleigh,girls,2001,77
Kayleigh,girls,2002,84
Kayleigh,girls,2003,83
Kayleigh,girls,2004,88
Kayleigh,girls,2005,99
Keira,girls,2004,51
Keira,girls,2005,37
Keira,girls,2006,33
Keira,girls,2007,41
Keira,girls,2008,45
Keira,girls,2009,63
Keira,girls,2010,72
Keira,girls,2011,88
Keira,girls,2012,92
Keith,boys,1924,86
Keith,boys,1934,36
Keith,boys,1944,14
Keith,boys,1954,18
Keith,boys,1964,33
Keith,boys,1974,53
Keith,boys,1984,88
Kelly,girls,1974,47
Kelly,girls,1984,15
Kelly,girls,1994,53
Kelly,girls,1996,74
Kelly,girls,1997,82
Kelsey,girls,1998,88
Kenneth,boys,1904,52
Kenneth,boys,1914,33
Kenneth,boys,1924,7
Kenneth,boys,1934,9
Kenneth,boys,1944,12
Kenneth,boys,1954,25
Kenneth,boys,1964,41
Kenneth,boys,1974,94
Kerry,girls,1974,31
Kerry,girls,1984,35
Kerry,girls,1994,93
Kevin,boys,1944,67
Kevin,boys,1954,20
Kevin,boys,1964,15
Kevin,boys,1974,27
Kevin,boys,1984,37
Kian,boys,2000,92
Kian,boys,2001,72
Kian,boys,2002,68
Kian,boys,2003,57
Kian,boys,2004,61
Kian,boys,2005,63
Kian,boys,2006,69
Kian,boys,2007,67
Kian,boys,2008,67
Kian,boys,2009,71
Kian,boys,2010,72
Kian,boys,2011,81
Kian,boys,2012,89
Kian,boys,2013,95
Kian,boys,2014,54
Kian,boys,2015,98
Kiera,girls,2004,91
Kiera,girls,2005,92
Kieran,boys,1984,90
Kieran,boys,1994,36
Kieran,boys,1996,26
Kieran,boys,1997,27
Kieran,boys,1998,26
Kieran,boys,1999,27
Kieran,boys,2000,27
Kieran,boys,2001,34
Kieran,boys,2002,34
Kieran,boys,2003,37
Kieran,boys,2004,40
Kieran,boys,2005,50
Kieran,boys,2006,58
Kieran,boys,2007,61
Kieran,boys,2008,73
Kieran,boys,2009,86
Kieran,boys,2010,89
Kieron,boys,2002,100
Kim,girls,1964,56
Kim,girls,1974,87
Kim,girls,1984,87
Kimberley,girls,1984,43
Kimberley,girls,1994,70
Kimberley,girls,1996,73
Kimberley,girls,1997,93
Kirsty,girls,1974,62
Kirsty,girls,1984,42
Kirsty,girls,1994,39
Kirsty,girls,1996,53
Kirsty,girls,1997,63
Kirsty,girls,1998,69
Kirsty,girls,1999,94
Kirsty,girls,2000,98
Kyle,boys,1994,43
Kyle,boys,1996,37
Kyle,boys,1997,38
Kyle,boys,1998,38
Kyle,boys,1999,37
Kyle,boys,2000,39
Kyle,boys,2001,42
Kyle,boys,2002,40
Kyle,boys,2003,39
Kyle,boys,2004,37
Kyle,boys,2005,41
Kyle,boys,2006,45
Kyle,boys,2007,51
Kyle,boys,2008,69
Kyle,boys,2009,74
Kyle,boys,2010,74
Kyle,boys,2011,95
Kyle,boys,2012,94
Lacey,girls,2007,77
Lacey,girls,2008,58
Lacey,girls,2009,67
Lacey,girls,2010,36
Lacey,girls,2011,40
Lacey,girls,2012,48
Lacey,girls,2013,53
Lacey,girls,2014,68
Lacey,girls,2015,82
Laila,girls,2010,95
Lara,girls,2002,97
Lara,girls,2003,91
Lara,girls,2004,98
Lara,girls,2006,98
Laura,girls,1904,71
Laura,girls,1914,87
Laura,girls,1964,97
Laura,girls,1974,54
Laura,girls,1984,2
Laura,girls,1994,9
Laura,girls,1996,17
Laura,girls,1997,17
Laura,girls,1998,25
Laura,girls,1999,29
Laura,girls,2000,30
Laura,girls,2001,37
Laura,girls,2002,48
Laura,girls,2003,68
Laura,girls,2004,81
Laura,girls,2005,94
Lauren,girls,1984,33
Lauren,girls,1994,2
Lauren,girls,1996,5
Lauren,girls,1997,8
Lauren,girls,1998,8
Lauren,girls,1999,7
Lauren,girls,2000,6
Lauren,girls,2001,7
Lauren,girls,2002,11
Lauren,girls,2003,17
Lauren,girls,2004,23
Lauren,girls,2005,27
Lauren,girls,2006,38
Lauren,girls,2007,51
Lauren,girls,2008,51
Lauren,girls,2009,61
Lauren,girls,2010,70
Lauren,girls,2011,85
Laurence,boys,1904,99
Laurence,boys,1914,87
Laurence,boys,1924,100
Lawrence,boys,1904,56
Lawrence,boys,1914,62
Lawrence,boys,1924,62
Lawrence,boys,1934,72
Lawrence,boys,1944,83
Lawrence,boys,1954,77
Layla,girls,2005,97
Layla,girls,2006,90
Layla,girls,2007,82
Layla,girls,2008,68
Layla,girls,2009,48
Layla,girls,2010,44
Layla,girls,2011,30
Layla,girls,2012,29
Layla,girls,2013,31
Layla,girls,2014,38
Layla,girls,2015,35
Layla,girls,2016,40
Layla,girls,2017,38
Leah,girls,1984,99
Leah,girls,1994,57
Leah,girls,1996,35
Leah,girls,1997,36
Leah,girls,1998,40
Leah,girls,1999,32
Leah,girls,2000,28
Leah,girls,2001,31
Leah,girls,2002,24
Leah,girls,2003,27
Leah,girls,2004,24
Leah,girls,2005,25
Leah,girls,2006,34
Leah,girls,2007,39
Leah,girls,2008,38
Leah,girls,2009,44
Leah,girls,2010,50
Leah,girls,2011,56
Leah,girls,2012,63
Leah,girls,2013,71
Leah,girls,2014,78
Leah,girls,2015,98
Leah,girls,2016,99
Leah,girls,2017,98
Leanne,girls,1974,91
Leanne,girls,1984,26
Leanne,girls,1994,64
Leanne,girls,1996,88
Lee,boys,1964,50
Lee,boys,1974,12
Lee,boys,1984,15
Lee,boys,1994,55
Lee,boys,1996,64
Lee,boys,1997,73
Lee,boys,1998,73
Lee,boys,1999,91
Lee,boys,2000,98
Leigh,boys,1974,98
Leigh,boys,1984,95
Leo,boys,2002,88
Leo,boys,2003,77
Leo,boys,2004,57
Leo,boys,2005,37
Leo,boys,2006,33
Leo,boys,2007,43
Leo,boys,2008,40
Leo,boys,2009,40
Leo,boys,2010,36
Leo,boys,2011,27
Leo,boys,2012,20
Leo,boys,2013,17
Leo,boys,2014,16
Leo,boys,2015,15
Leo,boys,2016,13
Leo,boys,2017,7
Leon,boys,1974,91
Leon,boys,1984,82
Leon,boys,1998,96
Leon,boys,1999,87
Leon,boys,2000,80
Leon,boys,2001,74
Leon,boys,2002,73
Leon,boys,2003,74
Leon,boys,2004,76
Leon,boys,2005,75
Leon,boys,2006,76
Leon,boys,2007,74
Leon,boys,2008,62
Leon,boys,2009,60
Leon,boys,2010,60
Leon,boys,2011,62
Leon,boys,2012,72
Leon,boys,2013,75
Leon,boys,2014,85
Leon,boys,2015,85
Leon,boys,2016,92
Leon,boys,2017,98
Leonard,boys,1904,22
Leonard,boys,1914,20
Leonard,boys,1924,25
Leonard,boys,1934,37
Leonard,boys,1944,59
Leonard,boys,1954,76
Lesley,girls,1944,55
Lesley,girls,1954,19
Lesley,girls,1964,46
Lesley,girls,1974,97
Leslie,boys,1904,24
Leslie,boys,1914,17
Leslie,boys,1924,15
Leslie,boys,1934,31
Leslie,boys,1944,35
Leslie,boys,1954,42
Leslie,boys,1964,76
Lewis,boys,1904,70
Lewis,boys,1914,78
Lewis,boys,1924,98
Lewis,boys,1984,66
Lewis,boys,1994,22
Lewis,boys,1996,24
Lewis,boys,1997,21
Lewis,boys,1998,18
Lewis,boys,1999,13
Lewis,boys,2000,13
Lewis,boys,2001,10
Lewis,boys,2002,14
Lewis,boys,2003,13
Lewis,boys,2004,14
Lewis,boys,2005,19
Lewis,boys,2006,21
Lewis,boys,2007,16
Lewis,boys,2008,14
Lewis,boys,2009,21
Lewis,boys,2010,27
Lewis,boys,2011,39
Lewis,boys,2012,43
Lewis,boys,2013,46
Lewis,boys,2014,46
Lewis,boys,2015,56
Lewis,boys,2016,75
Lewis,boys,2017,85
Lexi,girls,2008,73
Lexi,girls,2009,47
Lexi,girls,2010,46
Lexi,girls,2011,45
Lexi,girls,2012,46
Lexi,girls,2013,42
Lexi,girls,2014,64
Lexi,girls,2015,81
Lexi,girls,2016,85
Lexie,girls,2007,90
Lexie,girls,2008,79
Lexie,girls,2009,69
Lexie,girls,2010,68
Lexie,girls,2011,74
Liam,boys,1984,56
Liam,boys,1994,17
Liam,boys,1996,10
Liam,boys,1997,15
Liam,boys,1998,24
Liam,boys,1999,17
Liam,boys,2000,19
Liam,boys,2001,24
Liam,boys,2002,23
Liam,boys,2003,29
Liam,boys,2004,30
Liam,boys,2005,28
Liam,boys,2006,32
Liam,boys,2007,27
Liam,boys,2008,22
Liam,boys,2009,24
Liam,boys,2010,33
Liam,boys,2011,44
Liam,boys,2012,50
Liam,boys,2013,67
Liam,boys,2014,76
Liam,boys,2015,81
Liam,boys,2016,97
Liam,boys,2017,91
Libby,girls,2000,99
Libby,girls,2001,80
Libby,girls,2002,71
Libby,girls,2003,57
Libby,girls,2004,52
Libby,girls,2005,48
Libby,girls,2006,52
Libby,girls,2007,56
Libby,girls,2008,62
Libby,girls,2009,78
Libby,girls,2010,98
Lilian,girls,1904,15
Lilian,girls,1914,16
Lilian,girls,1924,25
Lilian,girls,1934,40
Lilian,girls,1944,88
Lillian,girls,1904,66
Lillian,girls,1914,71
Lillian,girls,1924,90
Lilly,girls,2004,100
Lilly,girls,2005,74
Lilly,girls,2006,71
Lilly,girls,2007,54
Lilly,girls,2008,48
Lilly,girls,2009,45
Lilly,girls,2010,39
Lilly,girls,2011,27
Lilly,girls,2012,33
Lilly,girls,2013,37
Lilly,girls,2014,40
Lilly,girls,2015,50
Lilly,girls,2016,60
Lilly,girls,2017,64
Lily,girls,1904,20
Lily,girls,1914,25
Lily,girls,1924,47
Lily,girls,1934,95
Lily,girls,1994,90
Lily,girls,1996,85
Lily,girls,1997,75
Lily,girls,1998,61
Lily,girls,1999,53
Lily,girls,2000,45
Lily,girls,2001,35
Lily,girls,2002,28
Lily,girls,2003,23
Lily,girls,2004,16
Lily,girls,2005,16
Lily,girls,2006,9
Lily,girls,2007,8
Lily,girls,2008,8
Lily,girls,2009,8
Lily,girls,2010,4
Lily,girls,2011,3
Lily,girls,2012,5
Lily,girls,2013,12
Lily,girls,2014,9
Lily,girls,2015,13
Lily,girls,2016,7
Lily,girls,2017,10
Linda,girls,1944,24
Linda,girls,1954,2
Linda,girls,1964,18
Linda,girls,1974,76
Lindsay,girls,1984,81
Lindsey,girls,1974,99
Lindsey,girls,1984,79
Lionel,boys,1904,86
Lionel,boys,1914,81
Lionel,boys,1924,90
Lisa,girls,1964,54
Lisa,girls,1974,5
Lisa,girls,1984,14
Lisa,girls,1994,79
Logan,boys,2003,86
Logan,boys,2004,80
Logan,boys,2005,77
Logan,boys,2006,61
Logan,boys,2007,53
Logan,boys,2008,44
Logan,boys,2009,35
Logan,boys,2010,28
Logan,boys,2011,30
Logan,boys,2012,29
Logan,boys,2013,28
Logan,boys,2014,23
Logan,boys,2015,25
Logan,boys,2016,26
Logan,boys,2017,20
Lola,girls,2005,90
Lola,girls,2006,51
Lola,girls,2007,46
Lola,girls,2008,47
Lola,girls,2009,42
Lola,girls,2010,33
Lola,girls,2011,31
Lola,girls,2012,23
Lola,girls,2013,32
Lola,girls,2014,35
Lola,girls,2015,40
Lola,girls,2016,42
Lola,girls,2017,43
Lorraine,girls,1954,48
Lorraine,girls,1964,35
Lorraine,girls,1974,57
Lottie,girls,2014,85
Lottie,girls,2015,78
Lottie,girls,2016,72
Lottie,girls,2017,69
Louie,boys,2004,91
Louie,boys,2007,96
Louie,boys,2008,93
Louie,boys,2009,84
Louie,boys,2010,75
Louie,boys,2011,74
Louie,boys,2012,79
Louie,boys,2013,71
Louie,boys,2014,67
Louie,boys,2015,63
Louie,boys,2016,47
Louie,boys,2017,46
Louis,boys,1904,78
Louis,boys,1914,79
Louis,boys,1994,66
Louis,boys,1996,61
Louis,boys,1997,54
Louis,boys,1998,50
Louis,boys,1999,49
Louis,boys,2000,46
Louis,boys,2001,39
Louis,boys,2002,41
Louis,boys,2003,41
Louis,boys,2004,38
Louis,boys,2005,43
Louis,boys,2006,54
Louis,boys,2007,60
Louis,boys,2008,59
Louis,boys,2009,66
Louis,boys,2010,69
Louis,boys,2011,69
Louis,boys,2012,81
Louis,boys,2013,77
Louis,boys,2014,68
Louis,boys,2015,78
Louis,boys,2016,71
Louis,boys,2017,82
Louisa,girls,1904,53
Louisa,girls,1914,73
Louise,girls,1964,47
Louise,girls,1974,13
Louise,girls,1984,17
Louise,girls,1994,44
Louise,girls,1996,44
Louise,girls,1997,45
Louise,girls,1998,48
Louise,girls,1999,65
Louise,girls,2000,81
Louise,girls,2001,79
Louise,girls,2002,58
Louise,girls,2003,70
Louise,girls,2004,78
Luca,boys,2003,98
Luca,boys,2004,95
Luca,boys,2005,83
Luca,boys,2006,81
Luca,boys,2007,72
Luca,boys,2008,74
Luca,boys,2009,72
Luca,boys,2010,70
Luca,boys,2011,64
Luca,boys,2012,61
Luca,boys,2013,60
Luca,boys,2014,58
Luca,boys,2015,53
Luca,boys,2016,52
Luca,boys,2017,55
Lucas,boys,1999,100
Lucas,boys,2000,90
Lucas,boys,2001,79
Lucas,boys,2002,72
Lucas,boys,2003,73
Lucas,boys,2004,75
Lucas,boys,2005,58
Lucas,boys,2006,48
Lucas,boys,2007,39
Lucas,boys,2008,36
Lucas,boys,2009,17
Lucas,boys,2010,19
Lucas,boys,2011,26
Lucas,boys,2012,25
Lucas,boys,2013,26
Lucas,boys,2014,30
Lucas,boys,2015,27
Lucas,boys,2016,27
Lucas,boys,2017,25
Lucy,girls,1904,50
Lucy,girls,1914,61
Lucy,girls,1924,92
Lucy,girls,1974,38
Lucy,girls,1984,24
Lucy,girls,1994,13
Lucy,girls,1996,15
Lucy,girls,1997,12
Lucy,girls,1998,10
Lucy,girls,1999,13
Lucy,girls,2000,10
Lucy,girls,2001,9
Lucy,girls,2002,10
Lucy,girls,2003,7
Lucy,girls,2004,7
Lucy,girls,2005,8
Lucy,girls,2006,8
Lucy,girls,2007,11
Lucy,girls,2008,14
Lucy,girls,2009,16
Lucy,girls,2010,21
Lucy,girls,2011,23
Lucy,girls,2012,27
Lucy,girls,2013,28
Lucy,girls,2014,30
Lucy,girls,2015,32
Lucy,girls,2016,43
Lucy,girls,2017,49
Luke,boys,1974,95
Luke,boys,1984,29
Luke,boys,1994,8
Luke,boys,1996,12
Luke,boys,1997,11
Luke,boys,1998,13
Luke,boys,1999,12
Luke,boys,2000,11
Luke,boys,2001,11
Luke,boys,2002,13
Luke,boys,2003,14
Luke,boys,2004,16
Luke,boys,2005,13
Luke,boys,2006,17
Luke,boys,2007,21
Luke,boys,2008,25
Luke,boys,2009,33
Luke,boys,2010,38
Luke,boys,2011,41
Luke,boys,2012,45
Luke,boys,2013,45
Luke,boys,2014,44
Luke,boys,2015,58
Luke,boys,2016,59
Luke,boys,2017,76
Luna,girls,2016,78
Luna,girls,2017,48
Lydia,girls,1904,91
Lydia,girls,1994,71
Lydia,girls,1996,61
Lydia,girls,1997,56
Lydia,girls,1998,50
Lydia,girls,1999,50
Lydia,girls,2000,57
Lydia,girls,2001,59
Lydia,girls,2002,76
Lydia,girls,2003,69
Lydia,girls,2004,70
Lydia,girls,2005,84
Lydia,girls,2006,86
Lydia,girls,2007,86
Lydia,girls,2008,88
Lydia,girls,2009,91
Lydia,girls,2011,100
Lydia,girls,2012,96
Lydia,girls,2013,100
Lydia,girls,2014,94
Lydia,girls,2016,100
Lyla,girls,2017,96
Lynda,girls,1944,73
Lynda,girls,1954,49
Lynda,girls,1964,93
Lyndsey,girls,1984,94
Lynn,girls,1954,36
Lynn,girls,1964,61
Lynne,girls,1954,39
Lynne,girls,1964,71
Lynsey,girls,1984,96
Mabel,girls,1904,24
Mabel,girls,1914,34
Mabel,girls,1924,64
Macauley,boys,1996,95
Maddison,girls,2004,76
Maddison,girls,2005,63
Maddison,girls,2006,67
Maddison,girls,2007,63
Maddison,girls,2008,74
Maddison,girls,2009,68
Maddison,girls,2010,81
Maddison,girls,2011,82
Maddison,girls,2012,82
Maddison,girls,2013,87
Maddison,girls,2015,97
Maddison,girls,2016,95
Madeleine,girls,1996,93
Madeleine,girls,1997,95
Madeleine,girls,1998,86
Madeleine,girls,1999,82
Madeleine,girls,2000,76
Madeleine,girls,2001,89
Madeleine,girls,2002,72
Madeleine,girls,2003,71
Madeleine,girls,2004,69
Madeleine,girls,2005,63
Madeleine,girls,2006,72
Madeleine,girls,2007,84
Madison,girls,2001,90
Madison,girls,2002,80
Madison,girls,2003,72
Madison,girls,2004,41
Madison,girls,2005,39
Madison,girls,2006,40
Madison,girls,2007,35
Madison,girls,2008,56
Madison,girls,2009,59
Madison,girls,2010,67
Madison,girls,2011,77
Madison,girls,2012,75
Madison,girls,2013,92
Maisie,girls,1998,97
Maisie,girls,1999,87
Maisie,girls,2000,63
Maisie,girls,2001,63
Maisie,girls,2002,45
Maisie,girls,2003,55
Maisie,girls,2004,59
Maisie,girls,2005,59
Maisie,girls,2006,53
Maisie,girls,2007,60
Maisie,girls,2008,63
Maisie,girls,2009,34
Maisie,girls,2010,14
Maisie,girls,2011,22
Maisie,girls,2012,30
Maisie,girls,2013,41
Maisie,girls,2014,44
Maisie,girls,2015,53
Maisie,girls,2016,51
Maisie,girls,2017,46
Maisy,girls,2010,100
Malcolm,boys,1934,46
Malcolm,boys,1944,24
Malcolm,boys,1954,31
Malcolm,boys,1964,65
Malcolm,boys,1974,89
Mandy,girls,1964,48
Marc,boys,1974,54
Marc,boys,1984,62
Marcus,boys,1974,71
Marcus,boys,1994,82
Marcus,boys,1996,85
Marcus,boys,1997,88
Marcus,boys,1998,88
Marcus,boys,1999,93
Marcus,boys,2000,95
Marcus,boys,2001,83
Marcus,boys,2002,92
Marcus,boys,2003,100
Margaret,girls,1904,7
Margaret,girls,1914,2
Margaret,girls,1924,1
Margaret,girls,1934,1
Margaret,girls,1944,1
Margaret,girls,1954,4
Margaret,girls,1964,39
Margery,girls,1904,98
Margery,girls,1914,88
Maria,girls,1904,80
Maria,girls,1914,90
Maria,girls,1924,66
Maria,girls,1934,59
Maria,girls,1944,57
Maria,girls,1954,42
Maria,girls,1964,30
Maria,girls,1974,44
Maria,girls,1984,78
Maria,girls,1994,92
Maria,girls,1996,96
Maria,girls,2007,93
Maria,girls,2008,91
Maria,girls,2009,93
Maria,girls,2010,91
Maria,girls,2011,93
Maria,girls,2012,94
Maria,girls,2013,83
Maria,girls,2014,73
Maria,girls,2015,73
Maria,girls,2016,69
Maria,girls,2017,71
Marian,girls,1934,88
Marian,girls,1944,81
Marian,girls,1954,51
Marie,girls,1904,79
Marie,girls,1914,77
Marie,girls,1924,63
Marie,girls,1934,53
Marie,girls,1944,60
Marie,girls,1954,57
Marie,girls,1964,66
Marie,girls,1974,45
Marie,girls,1984,66
Marilyn,girls,1944,54
Marilyn,girls,1954,46
Marina,girls,1934,35
Marion,girls,1904,68
Marion,girls,1914,63
Marion,girls,1924,49
Marion,girls,1934,34
Marion,girls,1944,40
Marion,girls,1954,41
Marjorie,girls,1904,27
Marjorie,girls,1914,18
Marjorie,girls,1924,13
Marjorie,girls,1934,31
Marjorie,girls,1944,61
Mark,boys,1904,81
Mark,boys,1954,32
Mark,boys,1964,4
Mark,boys,1974,2
Mark,boys,1984,10
Mark,boys,1994,45
Mark,boys,1996,55
Mark,boys,1997,63
Mark,boys,1998,69
Mark,boys,1999,78
Mark,boys,2000,87
Mark,boys,2001,97
Marlene,girls,1934,77
Marlene,girls,1944,68
Martha,girls,1904,64
Martha,girls,1914,84
Martha,girls,2006,96
Martha,girls,2007,87
Martha,girls,2008,81
Martha,girls,2009,81
Martha,girls,2010,85
Martha,girls,2011,83
Martha,girls,2012,77
Martha,girls,2013,73
Martha,girls,2014,69
Martha,girls,2015,67
Martha,girls,2016,75
Martha,girls,2017,76
Martin,boys,1904,85
Martin,boys,1914,86
Martin,boys,1924,89
Martin,boys,1934,80
Martin,boys,1944,41
Martin,boys,1954,21
Martin,boys,1964,18
Martin,boys,1974,26
Martin,boys,1984,36
Martin,boys,1994,87
Martyn,boys,1954,75
Martyn,boys,1964,87
Martyn,boys,1974,80
Martyn,boys,1984,94
Mary,girls,1904,1
Mary,girls,1914,1
Mary,girls,1924,2
Mary,girls,1934,3
Mary,girls,1944,4
Mary,girls,1954,9
Mary,girls,1964,37
Mary,girls,1974,77
Mary,girls,1984,98
Maryam,girls,2008,99
Maryam,girls,2010,99
Maryam,girls,2011,94
Maryam,girls,2012,81
Maryam,girls,2013,80
Maryam,girls,2014,74
Maryam,girls,2015,75
Maryam,girls,2016,79
Maryam,girls,2017,78
Mason,boys,1999,99
Mason,boys,2000,85
Mason,boys,2001,85
Mason,boys,2002,85
Mason,boys,2003,87
Mason,boys,2004,77
Mason,boys,2005,60
Mason,boys,2006,62
Mason,boys,2007,55
Mason,boys,2008,53
Mason,boys,2009,45
Mason,boys,2010,46
Mason,boys,2011,35
Mason,boys,2012,31
Mason,boys,2013,27
Mason,boys,2014,29
Mason,boys,2015,31
Mason,boys,2016,34
Mason,boys,2017,37
Mathew,boys,1974,87
Mathew,boys,1984,73
Mathew,boys,1994,97
Matilda,girls,2005,89
Matilda,girls,2006,70
Matilda,girls,2007,62
